"","cnsm_id","zip5","user_id","hhincome","dwelling","prkids","home_own_rent","marital_stat","online_dols","match_level","life_stage","age","educ"
"10790","ly49083",6776,19700537,8,"S","","O","M","F","1","M",70,1
"10791","my43066",19010,18620948,13,"S","Y","O","M","G","1","F",44,3
"10792","ay23872",11790,12241162,NA,"","","","","","","M",NA,NA
"10793","oy48704",2903,19630662,9,"S","Y","O","A","G","1","F",42,NA
"10794","fy30149",11730,14552548,NA,"","","","","","","",NA,NA
"10795","cy44715",60613,18965448,NA,"","","","","","","",NA,NA
"10796","fy42610",20002,18317888,NA,"","","","","","","",NA,NA
"10797","sy39816",6831,17854660,NA,"","","","","","","Y",NA,NA
"10798","ax85842",20878,8135136,NA,"M","","O","","","1","Y",NA,NA
"10799","uy37516",6109,13407437,9,"S","Y","O","M","","1","Y",32,1
"10800","dy41851",11580,18298570,NA,"","","","","","","",NA,NA
"10801","oy51932",8505,20408196,4,"M","Y","O","M","","2","Y",30,3
"10802","my44521",10303,18931470,5,"S","","O","S","E","1","M",30,NA
"10803","xy45978",7675,19184862,12,"S","Y","O","M","G","1","F",40,1
"10804","sx96883",7722,10803096,12,"S","Y","O","M","F","1","F",44,2
"10805","ux62932",10552,5341976,2,"M","Y","R","M","G","1","M",48,2
"10806","yx74027",22309,6008156,12,"S","Y","O","M","I","1","Y",46,2
"10807","ux77109",2210,7012849,NA,"","","","","","","",NA,NA
"10808","ey37079",2021,15969598,NA,"S","","","","D","2","M",NA,NA
"10809","wy29107",11779,14242372,4,"S","N","O","M","E","1","Y",70,4
"10810","sy52276",2116,20466398,NA,"","","","","","","M",NA,NA
"10811","ay46593",19147,19239248,NA,"S","","O","S","E","4","F",42,NA
"10812","px41832",11001,2739256,NA,"M","","","B","","1","M",32,2
"10813","jy24178",60081,12855630,11,"S","N","O","M","A","2","F",36,1
"10814","dy41842",6443,17917662,12,"S","Y","O","M","F","2","Y",56,3
"10815","qy42675",6883,16072676,12,"S","Y","O","S","E","1","F",52,3
"10816","cy34262",2446,15428872,5,"S","","","S","H","4","Y",32,2
"10817","ry39930",2118,17880330,NA,"","","","","","","Y",NA,NA
"10818","ny30617",2163,12200137,10,"M","Y","","S","I","3","Y",34,NA
"10819","by47184",2446,19052330,NA,"M","Y","O","A","F","3","Y",22,NA
"10820","oy24073",60445,12859649,NA,"","","","","","","M",NA,NA
"10821","by19444",7950,9192037,11,"S","Y","O","S","F","1","F",40,3
"10822","sy31967",22201,14931376,7,"M","","","B","","1","Y",42,1
"10823","yy45650",2886,19128737,NA,"S","Y","O","M","E","2","F",30,1
"10824","yy48625",20851,19612296,11,"S","Y","O","","E","1","Y",46,NA
"10825","cy48320",11804,19545436,1,"S","Y","O","S","F","1","M",58,1
"10826","iy21306",20794,12396003,NA,"","","","","","","",NA,NA
"10827","nx93385",11803,10153730,NA,"","","","","","","",NA,NA
"10828","xy46405",6401,10129998,NA,"S","","O","S","H","1","M",32,2
"10829","fy47421",2115,12919949,12,"S","N","O","M","G","1","M",26,2
"10830","zy29446",10701,12697630,1,"M","","","S","H","1","Y",28,2
"10831","ix84765",22207,7857837,NA,"","","","","","","M",NA,NA
"10832","uy44396",2138,18886860,NA,"","","","","","","Y",NA,NA
"10833","ex04086",60618,1063798,4,"S","N","O","M","H","1","M",64,1
"10834","fy40730",10466,17202648,NA,"S","Y","R","S","","1","",62,3
"10835","ay21405",11385,12323272,6,"S","N","O","M","J","1","M",58,1
"10836","fy40633",53118,18047576,NA,"","","","","","","",NA,NA
"10837","by25175",10461,13065436,NA,"M","","","","D","3","",NA,NA
"10838","my41448",2163,18203596,NA,"","","","","","","Y",NA,NA
"10839","ny50928",10280,20141872,13,"M","Y","O","M","C","1","Y",40,1
"10840","bx91349",8831,9308548,NA,"","","","","","","M",NA,NA
"10841","jy49470",60622,17467448,5,"S","Y","O","M","G","2","M",54,3
"10842","ox30155",2130,2429462,7,"M","Y","O","S","F","3","F",34,NA
"10843","hy24406",1776,12919098,12,"S","","O","S","E","3","M",42,2
"10844","ty18955",1746,11883476,12,"S","Y","O","S","G","1","F",44,1
"10845","ay26215",6002,13332498,8,"S","N","O","S","H","1","Y",46,2
"10846","uy37592",60614,17284070,NA,"M","","","","","1","Y",40,2
"10847","iy29040",2921,14220588,NA,"","","","","","","",NA,NA
"10848","ny37656",20745,17306798,NA,"M","","","B","","3","Y",64,NA
"10849","ry51486",60084,20288748,7,"S","","O","S","G","1","F",56,1
"10850","zy25356",46227,13100662,5,"S","N","","M","C","1","Y",26,NA
"10851","nx90880",22044,8868470,11,"S","Y","O","M","","2","M",64,1
"10852","by48169",7748,19524698,NA,"S","","","","","1","F",NA,NA
"10853","qx72545",11795,6460330,11,"S","Y","O","","F","3","F",36,2
"10854","ky51790",10280,20364930,NA,"","","","","","","Y",NA,NA
"10855","sy30060",11935,14535896,NA,"","","","","","","",NA,NA
"10856","wy38387",21060,17488236,7,"S","N","O","S","H","1","M",34,NA
"10857","hy19938",60655,12090437,6,"S","N","O","A","","2","Y",38,1
"10858","ky49110",7720,19681603,NA,"S","","","","","4","Y",40,2
"10859","by29941",20814,14488288,NA,"","","","","","","Y",NA,NA
"10860","zx73043",2151,6519188,NA,"S","N","O","S","H","1","M",36,NA
"10861","jx86076",2081,8181236,13,"S","Y","O","M","F","1","F",50,3
"10862","bx51185",6612,3977970,5,"S","Y","O","M","","1","F",38,1
"10863","ny37417",8520,17228270,11,"S","N","O","M","E","1","Y",50,2
"10864","iy43465",22305,18698570,NA,"","","","","","","",NA,NA
"10865","ex67110",22315,5862960,NA,"S","Y","","M","","3","Y",30,2
"10866","ny26936",60559,13531176,NA,"","","","","","","M",NA,NA
"10867","ky44026",6042,18789596,NA,"S","","O","B","H","1","M",34,1
"10868","hy28917",6518,12555549,1,"M","","","S","","3","Y",26,NA
"10869","ly21131",21037,12270798,NA,"","","","","","","Y",NA,NA
"10870","by43945",2747,18809136,7,"S","Y","O","M","E","1","F",36,2
"10871","jy44260",11901,18876630,5,"S","N","O","S","E","1","M",64,3
"10872","oy42811",11357,18546956,NA,"","","","","","","",NA,NA
"10873","tx44521",1520,2786430,8,"S","N","O","M","H","1","Y",56,1
"10874","ix89378",11954,8698370,NA,"","","","","","","M",NA,NA
"10875","tx12560",11030,1711903,1,"S","Y","O","M","H","1","Y",50,1
"10876","vy48702",19348,19628088,2,"S","Y","O","M","","1","Y",60,3
"10877","hy51971",10573,9739203,NA,"S","Y","O","M","G","1","F",46,NA
"10878","ky25241",8008,13077156,NA,"","","","","","","M",NA,NA
"10879","wx83332",2474,7831337,7,"S","Y","","B","","4","Y",38,3
"10880","my48776",2664,19595762,NA,"","","","","","","M",NA,NA
"10881","hy28858",7740,14174237,NA,"S","","","B","D","1","Y",34,2
"10882","jy25282",21236,13085849,1,"S","N","O","M","","3","Y",60,1
"10883","ay36186",10307,15865898,NA,"","","","","","","",NA,NA
"10884","py46215",22209,19221988,8,"S","N","O","M","","1","F",52,1
"10885","xx70049",11362,5988776,7,"S","N","O","M","A","1","M",64,3
"10886","fy32862",22180,11536648,NA,"","","","","","","F",NA,NA
"10887","cx98583",10704,11118798,NA,"","","","","","","",NA,NA
"10888","ix75154",10536,6760503,8,"S","N","O","M","H","2","F",70,1
"10889","jy36050",2138,15837472,NA,"S","Y","O","S","","4","M",50,3
"10890","iy32115",2446,15003949,7,"M","","","S","","1","Y",28,1
"10891","py34166",11426,15413549,NA,"","","","","","","M",NA,NA
"10892","ey27625",2904,13758356,NA,"","","","","","","M",NA,NA
"10893","xy34198",60657,15421876,NA,"","","","","","","Y",NA,NA
"10894","py33586",2118,15297749,NA,"","","","","","","",NA,NA
"10895","mx70164",6484,6191396,12,"S","Y","O","M","H","2","F",48,1
"10896","oy34755",8820,15534048,NA,"","","","","","","F",NA,NA
"10897","px69320",8876,6082176,13,"S","Y","O","M","H","2","F",56,NA
"10898","wy40936",11215,18113796,10,"S","Y","O","M","E","1","M",30,NA
"10899","hy35522",60154,15669198,12,"S","","O","M","G","1","M",52,NA
"10900","iy43110",11580,13567048,NA,"","","","","","","",NA,NA
"10901","qx60229",2108,5015803,13,"M","Y","O","S","I","4","Y",48,3
"10902","oy28626",11743,14090862,NA,"","","","","","","F",NA,NA
"10903","hy36019",10710,15835760,12,"S","N","O","M","E","2","Y",60,2
"10904","dy22841",10463,12652898,NA,"","","","","","","Y",NA,NA
"10905","xy23560",53066,12777170,9,"S","N","O","M","H","1","F",68,3
"10906","ay39361",22101,17740260,12,"S","N","O","M","F","1","Y",50,3
"10907","ty44941",10022,18969896,11,"S","N","O","M","F","1","M",22,NA
"10908","xy48628",20018,19585537,6,"S","Y","O","S","B","2","F",50,NA
"10909","dy49591",20002,19604249,NA,"","","","","","","M",NA,NA
"10910","vy38649",7423,10384856,13,"S","","O","M","B","2","M",40,3
"10911","ty46326",19107,19241137,NA,"M","N","O","S","E","1","F",44,NA
"10912","ly36864",20707,16050570,5,"S","N","O","S","B","1","F",44,2
"10913","by40971",20012,12089996,NA,"","","","","","","",NA,NA
"10914","by26980",10021,13541488,NA,"","","","","","","Y",NA,NA
"10915","xy43593",22209,18739976,NA,"","","","","","","Y",NA,NA
"10916","qy31250",2115,12894503,NA,"","","","","","","",NA,NA
"10917","ny47992",2148,19461749,13,"M","","O","M","","1","Y",58,3
"10918","jy30770",6853,14681762,NA,"","","","","","","",NA,NA
"10919","ky48612",2324,19613096,7,"S","N","O","M","C","3","M",86,2
"10920","ty46258",20018,19236456,NA,"S","","","B","","3","M",30,NA
"10921","ay39394",7950,17750860,NA,"","","","","","","M",NA,NA
"10922","dy49729",8844,19837036,12,"S","Y","O","M","H","1","F",48,1
"10923","ky28463",6040,14048403,4,"S","Y","O","S","","1","Y",42,1
"10924","wx77214",2141,7031162,8,"M","","O","S","","3","Y",52,NA
"10925","py48030",60445,19501770,NA,"","","","","","","M",NA,NA
"10926","mx96714",6451,10777303,4,"S","","O","S","","3","Y",40,1
"10927","hx74618",2904,6703548,12,"S","Y","O","M","G","1","Y",44,1
"10928","cy42219",20052,18403162,12,"S","Y","O","A","F","2","Y",60,3
"10929","qy33092",6905,9494930,NA,"","","","","","","",NA,NA
"10930","jx67933",60605,5942662,NA,"M","","O","A","H","1","Y",32,1
"10931","ry50690",6112,19948970,6,"S","","O","S","","2","Y",52,1
"10932","sy20576",2127,12238370,NA,"","","","","","","F",NA,NA
"10933","hy30760",6776,10182437,5,"S","Y","O","M","G","1","F",58,2
"10934","mx64602",7747,5558030,12,"S","N","O","M","H","1","Y",58,3
"10935","iy31240",2367,14573803,9,"S","N","O","M","F","1","F",34,2
"10936","vx95622",2116,10489556,9,"S","Y","O","M","H","1","M",58,2
"10937","ay40485",22204,18013137,NA,"","","","","","","",NA,NA
"10938","ry41682",6226,18256798,NA,"S","Y","O","M","","1","F",32,2
"10939","yx73556",22150,6575372,11,"S","N","O","M","F","1","F",70,1
"10940","ky23818",21228,12624048,11,"S","Y","O","M","F","1","M",44,2
"10941","fx80576",7480,7469449,8,"S","Y","O","S","F","1","Y",32,3
"10942","ty42740",46033,18536788,NA,"S","Y","","","E","1","M",42,1
"10943","cx60296",22203,5023430,8,"S","","","S","B","3","M",30,NA
"10944","ky50801",21136,15580949,NA,"","","","","","","",NA,NA
"10945","sx84474",11580,6026888,NA,"","","","","","","",NA,NA
"10946","my21772",2445,12475888,13,"S","N","O","M","C","2","M",60,3
"10947","ix93923",60453,10264103,NA,"","","","","","","",NA,NA
"10948","zy34735",8724,15495762,NA,"","","","","","","",NA,NA
"10949","cy37918",60084,17367749,12,"S","N","O","M","","1","F",48,2
"10950","gy35645",19422,15683237,13,"S","Y","O","S","H","1","F",44,3
"10951","ly32113",19041,15002796,12,"S","Y","O","M","","1","Y",42,1
"10952","qy39281",11375,17723656,NA,"","","","","","","M",NA,NA
"10953","oy32703",10573,15126672,4,"M","Y","R","S","","1","M",72,2
"10954","sy42998",11934,18530930,NA,"","","","","","","M",NA,NA
"10955","kx73684",10701,6032548,NA,"M","","R","S","","3","M",56,NA
"10956","ey40820",8008,18077588,12,"S","N","O","S","H","1","F",46,1
"10957","dy27991",2760,9087049,8,"S","Y","O","M","E","1","F",36,2
"10958","oy30992",12601,14730762,NA,"M","","","B","","3","M",66,2
"10959","cy44202",2134,18867056,NA,"S","","","B","F","2","M",22,NA
"10960","vy23487",2135,12767448,NA,"","","","","","","F",NA,NA
"10961","mx66388",11949,5619770,NA,"","","","","","","",NA,NA
"10962","tx97490",6513,9402270,9,"S","","O","M","","1","Y",52,1
"10963","iy50482",2908,20018762,7,"","","","M","E","1","F",42,NA
"10964","ny47776",1501,19458330,8,"S","","O","M","G","1","Y",46,3
"10965","gx96770",60435,10733872,5,"S","","","S","","3","M",NA,1
"10966","nx59744",6614,4956388,NA,"M","Y","","","","1","F",60,2
"10967","ex58817",6422,4852856,12,"S","Y","O","M","G","1","M",52,2
"10968","sy33880",7039,15359162,NA,"","","","","","","",NA,NA
"10969","by34005",21222,15373256,4,"S","N","O","S","E","1","M",40,NA
"10970","cx81181",11561,7556948,7,"S","Y","O","S","F","1","Y",32,3
"10971","hx65588",2886,5640037,7,"S","Y","O","S","G","1","Y",54,1
"10972","ny47019",60201,19347848,7,"M","","O","S","","1","F",24,3
"10973","wy50092",20165,19922688,NA,"","","","","","","",NA,NA
"10974","hy25617",60634,13178972,5,"S","","O","S","E","1","M",44,1
"10975","tx85782",11957,8128888,12,"S","N","R","M","H","3","Y",44,3
"10976","ty47160",60637,19365070,NA,"","","","","","","Y",NA,NA
"10977","ly40883",2903,18097276,NA,"","","","","","","M",NA,NA
"10978","ty31185",7080,14726236,7,"S","N","O","S","F","1","M",62,1
"10979","sy51995",10543,20419030,NA,"","","","","","","M",NA,NA
"10980","hy21235",20001,12377776,NA,"","","","","","","Y",NA,NA
"10981","px84803",7480,8005698,10,"S","N","O","M","B","1","Y",58,2
"10982","xy39496",6095,15477188,NA,"S","","","S","","2","Y",36,NA
"10983","zy51081",60440,20067030,NA,"","","","","","","",NA,NA
"10984","my42348",2351,9969470,NA,"","","","","","","",NA,NA
"10985","cy23100",60201,12694037,NA,"","","","","","","Y",NA,NA
"10986","ly43625",7062,18742288,NA,"","","","","","","",NA,NA
"10987","qy45622",10312,19108398,8,"S","N","O","M","F","1","Y",66,1
"10988","gy28562",8544,14071198,11,"S","Y","O","M","B","2","F",44,2
"10989","wx69702",53154,6130456,7,"S","","O","S","C","1","Y",24,1
"10990","by29891",2148,14474530,NA,"","","","","","","M",NA,NA
"10991","ty31731",2171,14910737,11,"S","Y","O","M","H","1","Y",40,2
"10992","by34882",7757,15559056,NA,"","","","","","","",NA,NA
"10993","cx72720",20723,6467962,5,"S","Y","O","M","E","1","F",48,1
"10994","oy27261",60613,13639037,NA,"","","","","","","F",NA,NA
"10995","wx72829",20878,6489337,12,"S","N","O","M","F","2","F",48,3
"10996","gx96588",2458,10707556,8,"M","","","S","G","4","F",30,1
"10997","cy24516",2881,12813237,NA,"","","","","","","",NA,NA
"10998","iy23602",60040,12786037,12,"S","Y","O","","","2","M",54,NA
"10999","ey29272",21114,14311748,7,"S","","O","","H","1","F",74,1
"11000","xy24983",60606,13016448,12,"S","N","O","M","F","2","M",66,NA
"11001","fx83730",8723,7870337,13,"S","Y","O","M","E","1","Y",40,2
"11002","tx53347",8536,4224930,8,"S","Y","O","S","A","2","Y",58,2
"11003","px24060",2472,2151072,NA,"","","","","","","",NA,NA
"11004","ky48430",2721,18079976,6,"M","Y","R","S","E","2","Y",40,2
"11005","by44342",22312,18888536,NA,"","","","B","B","3","Y",NA,NA
"11006","ky40725",2139,18055288,7,"S","","","S","H","4","Y",32,2
"11007","iy32400",11779,15063303,8,"S","Y","O","S","E","1","Y",28,1
"11008","px59593",2653,4937198,10,"S","Y","O","A","E","1","M",44,3
"11009","dy21349",46142,12385098,12,"S","Y","O","M","F","1","Y",50,2
"11010","ay33548",60707,15305470,7,"S","N","O","S","","3","F",42,2
"11011","fy23100",60193,12659862,11,"S","N","O","M","G","2","M",96,1
"11012","vy24261",10306,12602903,12,"S","Y","O","M","E","1","F",66,2
"11013","uy46324",60616,19243070,NA,"S","","","B","","3","Y",50,1
"11014","py40450",8008,18003498,NA,"S","","","","","2","F",66,3
"11015","ay52241",7642,20403836,9,"S","","","S","","3","Y",36,3
"11016","ey32909",21401,15080798,12,"S","Y","O","M","I","1","F",54,NA
"11017","fy49271",11414,19617670,NA,"","","","","","","M",NA,NA
"11018","sy38145",11040,17397362,NA,"","","","","","","M",NA,NA
"11019","jx59702",11733,4948396,NA,"","","","","","","",NA,NA
"11020","vy49142",7456,19713360,12,"S","Y","O","M","E","1","Y",46,1
"11021","hy18957",1742,11827356,12,"S","Y","O","M","I","2","M",58,3
"11022","tx93259",2128,10061549,NA,"","","","","","","",NA,NA
"11023","hy35705",6825,15707603,12,"S","N","O","M","","1","F",36,2
"11024","cy36100",10303,14954430,NA,"","","","","","","",NA,NA
"11025","ny38478",7735,17508572,NA,"","","","","","","",NA,NA
"11026","ky24033",2466,12319256,NA,"S","","O","A","F","1","Y",34,NA
"11027","fx75572",6416,6813849,8,"S","N","O","M","G","1","Y",32,3
"11028","rx73144",6371,5502170,11,"S","Y","O","M","I","1","Y",46,2
"11029","cx93500",8844,10131062,8,"S","","O","S","G","1","Y",56,1
"11030","vy29897",22079,14480798,7,"M","N","O","S","B","1","Y",30,3
"11031","wy50105",2540,19919330,NA,"","","","","","","",NA,NA
"11032","cy40621",46410,15850098,NA,"M","Y","O","M","D","1","M",68,1
"11033","ay42262",19348,18383860,NA,"S","Y","O","S","F","2","Y",44,1
"11034","iy50818",10011,20122060,NA,"","","","","","","Y",NA,NA
"11035","fy40208",60606,17944137,NA,"M","","","B","","1","Y",52,1
"11036","iy38202",6078,13472872,8,"S","Y","O","S","A","1","M",36,2
"11037","fy26181",8836,13329576,NA,"","","","","","","",NA,NA
"11038","ny47943",22180,19491988,NA,"S","","O","","E","2","F",30,1
"11039","ky23455",10549,12525060,4,"M","","O","M","","1","M",84,1
"11040","ty47291",19046,18710230,12,"M","N","O","M","E","1","M",72,1
"11041","zy27256",60657,13547056,NA,"S","","","A","B","3","Y",28,NA
"11042","kx92345",2116,9884049,8,"M","Y","O","S","E","4","Y",32,2
"11043","ey39184",7652,17704656,9,"M","","O","S","A","1","M",50,2
"11044","xy44521",10803,18931962,12,"S","Y","O","M","H","1","M",44,3
"11045","my32486",7933,15080160,6,"S","Y","O","M","H","1","Y",46,2
"11046","dx66979",60637,5834672,12,"S","N","O","M","H","1","M",76,3
"11047","ky33922",60647,15368536,NA,"","","","","","","Y",NA,NA
"11048","wx63959",20015,5473088,NA,"","","","","","","",NA,NA
"11049","fy37083",10024,16469303,NA,"","","","","","","Y",NA,NA
"11050","sy52041",10025,20425070,7,"M","","","S","H","1","Y",34,1
"11051","qy46678",11215,15438498,8,"S","N","O","M","H","2","Y",74,2
"11052","hx97127",11715,10857503,12,"S","Y","O","M","H","1","Y",42,3
"11053","ey19120",10541,11916856,NA,"","","","","","","",NA,NA
"11054","ay26266",60661,13351848,NA,"M","","","B","","3","Y",34,2
"11055","cy47779",20036,19468696,NA,"","","","","","","",NA,NA
"11056","uy17966",20707,11687498,5,"S","","O","S","H","1","Y",28,NA
"11057","hx68697",11795,6017637,11,"S","Y","O","M","F","1","F",54,2
"11058","fx81139",11758,7555188,6,"S","N","O","M","E","2","Y",48,NA
"11059","iy25981",22152,13280998,8,"S","Y","O","M","H","1","F",38,NA
"11060","uy34342",10022,12912888,NA,"","","","","","","Y",NA,NA
"11061","wy33689",19342,15333048,NA,"","","","","","","Y",NA,NA
"11062","ly45290",10312,19065298,3,"S","N","O","M","","2","M",94,1
"11063","cy37772",10006,15562637,13,"S","N","O","A","G","1","Y",52,3
"11064","lx43760",6422,3256556,NA,"","","","","","","",NA,NA
"11065","ax87363",10804,8388588,NA,"S","Y","","","E","1","F",30,NA
"11066","xy35627",20853,15688788,4,"S","N","O","M","H","1","M",38,1
"11067","ly39927",10567,17877337,9,"S","Y","O","M","C","2","F",18,NA
"11068","zy25150",2644,13063256,11,"S","Y","O","M","E","1","Y",38,2
"11069","cx97302",20912,10886098,7,"S","Y","O","S","H","1","F",48,NA
"11070","gy27810",11542,13852749,5,"S","Y","O","M","","3","M",NA,NA
"11071","dy34055",6119,15385860,5,"S","Y","O","S","G","1","Y",34,2
"11072","qx50288",10804,3891572,12,"S","Y","O","M","F","1","F",54,2
"11073","lx89867",22315,8757888,8,"M","Y","","S","B","2","Y",62,1
"11074","ux97387",1701,10904360,13,"S","Y","O","M","H","2","Y",42,NA
"11075","ky38357",11803,17411030,12,"S","Y","O","M","E","1","F",52,1
"11076","ay24370",8648,12876830,13,"S","Y","O","S","E","1","F",46,3
"11077","fx96777",60523,10779930,13,"S","Y","O","M","H","1","M",46,2
"11078","yy35377",46278,15644660,12,"S","N","O","M","","1","F",60,1
"11079","gx29492",6413,2386403,11,"S","Y","O","A","F","2","M",38,3
"11080","gx47932",6611,3695896,13,"S","Y","O","M","H","1","F",48,1
"11081","bx87842",6019,8456770,5,"S","Y","O","M","H","2","Y",48,3
"11082","qy37175",2116,17155272,NA,"","","","","","","",NA,NA
"11083","uy31527",11767,14865476,NA,"M","","","B","A","1","Y",26,NA
"11084","tx94467",2420,10379296,NA,"S","N","","B","","3","Y",52,NA
"11085","ax96621",6488,10760756,9,"S","Y","O","M","G","1","Y",44,1
"11086","bx89728",10710,8741676,NA,"","","","","","","",NA,NA
"11087","yy40432",46038,18000156,8,"S","","O","M","G","1","Y",46,NA
"11088","gy37426",60302,17234836,NA,"S","","O","M","H","1","F",38,3
"11089","jy39956",20850,17888198,NA,"","","","","","","",NA,NA
"11090","qy31732",7481,9534188,12,"S","N","O","M","H","1","F",50,2
"11091","jx84877",8753,7786270,9,"S","N","O","M","I","1","M",66,1
"11092","dx93635",60431,10069698,7,"S","N","O","M","E","1","Y",46,1
"11093","hy51252",19428,20227076,NA,"","","","","","","Y",NA,NA
"11094","rx92314",22309,9875048,NA,"M","","","","","1","M",52,2
"11095","gy46774",11762,19314996,13,"S","N","O","M","F","1","M",38,NA
"11096","ry52120",8724,20441236,NA,"","","","","","","Y",NA,NA
"11097","gy24123",22308,12870349,6,"S","Y","O","S","G","1","F",60,1
"11098","ny29215",20855,14290936,NA,"","","","","","","",NA,NA
"11099","xx95146",60532,10477660,NA,"","","","","","","",NA,NA
"11100","jy44895",10580,18995188,12,"S","N","O","S","D","1","M",66,1
"11101","qy43906",2038,18809203,11,"S","Y","O","M","A","1","Y",32,NA
"11102","hy29837",60188,14463260,13,"S","Y","O","M","H","1","F",54,2
"11103","bx83257",6810,7817336,7,"S","Y","O","M","C","2","Y",30,2
"11104","ky32020",20002,14979170,NA,"S","","","B","","3","M",50,NA
"11105","my26731",11949,13489256,NA,"","","","","","","M",NA,NA
"11106","uy23389",2338,12692498,NA,"","","","","","","Y",NA,NA
"11107","py43295",8540,18650962,11,"S","","","S","E","3","Y",24,NA
"11108","yy42212",19130,18400230,NA,"","","","","","","F",NA,NA
"11109","dy36525",2184,15626972,8,"S","Y","O","M","G","1","M",50,1
"11110","dy29362",8831,9392830,NA,"","","","","","","",NA,NA
"11111","my34650",11790,13710837,11,"S","Y","O","M","G","1","Y",40,1
"11112","uy46968",6830,18739560,11,"M","","O","S","D","1","Y",70,3
"11113","oy31098",6851,12631398,6,"S","N","O","M","","3","M",40,NA
"11114","qx97887",20910,10746737,8,"S","N","O","M","B","1","F",58,1
"11115","ay23043",60188,12685803,12,"S","Y","O","S","B","1","Y",38,1
"11116","ey29467",20906,14363698,11,"S","","O","S","B","1","Y",28,1
"11117","ny21149",11374,12367603,5,"S","Y","O","M","F","2","M",54,NA
"11118","ky51497",11040,20291403,8,"S","Y","O","S","C","2","M",NA,NA
"11119","ly38811",1742,17601288,13,"S","Y","O","S","B","1","F",38,2
"11120","cy39146",7746,17687356,NA,"","","","","","","F",NA,NA
"11121","by28495",7470,13636536,12,"S","Y","O","M","E","2","F",36,NA
"11122","kx94422",10463,9713030,12,"S","Y","O","M","F","1","",46,2
"11123","gy20051",2163,12129636,7,"M","","","S","H","3","Y",34,1
"11124","zy33363",19106,15268749,NA,"","","","","","","Y",NA,NA
"11125","qy48557",20002,19600356,NA,"S","","","","","3","M",26,NA
"11126","ky33151",2115,15056448,NA,"","","","","","","",NA,NA
"11127","zx90048",10549,8781776,8,"M","N","O","M","","5","Y",70,1
"11128","vx61128",60614,5106236,12,"M","","","S","J","1","Y",36,1
"11129","xy48805",7465,19645862,NA,"","","","","","","",NA,NA
"11130","hy16951",11935,11435262,13,"S","N","O","M","G","1","Y",58,3
"11131","zx79388",6482,7270836,8,"S","Y","O","M","C","1","F",52,3
"11132","gx94307",6010,10318536,11,"S","","","M","E","1","Y",28,1
"11133","gy29896",6082,14478103,12,"S","N","O","M","E","1","Y",52,2
"11134","iy28596",7737,14083336,11,"S","Y","O","A","G","1","F",42,3
"11135","py43625",46037,18354870,2,"S","","O","M","G","1","F",48,2
"11136","ay27722",11704,13826798,9,"S","N","O","M","G","1","Y",62,1
"11137","ky51335",53189,20246496,10,"S","Y","O","M","C","1","F",46,2
"11138","uy40602",11954,18038462,NA,"","","","","","","",NA,NA
"11139","py43164",10128,18654196,NA,"","","","","","","M",NA,NA
"11140","iy28310",11205,13963888,NA,"M","","","B","D","1","F",NA,NA
"11141","ay36367",8742,15907948,7,"S","N","O","M","H","1","M",46,1
"11142","by49715",2139,19625970,NA,"","","","","","","Y",NA,NA
"11143","my41212",60513,18161960,NA,"","","","","","","F",NA,NA
"11144","iy46793",60108,19312860,8,"S","Y","","S","H","1","Y",64,NA
"11145","by33531",20190,15301836,11,"S","Y","O","M","H","3","F",52,NA
"11146","ry41832",2302,18226572,8,"S","","O","M","D","1","M",58,2
"11147","dy47021",6051,19335162,NA,"M","","","A","","3","Y",60,NA
"11148","wy32862",20814,14997149,NA,"M","","","B","","3","Y",20,NA
"11149","ey37441",60515,16040337,NA,"M","","","B","","3","M",54,2
"11150","ay26546",2571,13435030,NA,"","","","","","","",NA,NA
"11151","sy32106",7403,15000396,4,"S","","O","S","","3","Y",68,2
"11152","xy44327",11714,18885596,10,"S","Y","O","M","C","1","M",50,3
"11153","ey23407",1748,12751548,NA,"","","","","","","",NA,NA
"11154","hy48221",22180,19531449,11,"S","N","O","M","G","3","M",84,2
"11155","dy50927",20850,20145588,5,"M","Y","O","M","E","3","M",52,1
"11156","hy46661",7960,19298049,NA,"","","","","","","Y",NA,NA
"11157","xx96625",20002,10760349,NA,"","","","","","","Y",NA,NA
"11158","ly50757",7644,20048449,NA,"M","Y","","M","","1","Y",82,1
"11159","bx63743",2360,5446837,11,"S","N","O","M","","1","F",44,1
"11160","qy48248",18938,19541370,8,"S","","O","S","F","1","M",64,3
"11161","vy31218",2043,14794870,11,"S","N","O","S","H","1","M",64,2
"11162","oy35479",11741,15663372,NA,"","","","","","","",NA,NA
"11163","my33482",60516,15295470,4,"S","Y","O","M","","1","M",58,1
"11164","by41057",21045,18134788,NA,"S","","O","S","","2","Y",26,NA
"11165","ly40472",60657,18016670,6,"M","","","","G","3","Y",40,1
"11166","bx69904",11786,6156888,11,"S","Y","O","M","H","1","F",36,1
"11167","ux86639",1569,8048498,7,"S","Y","O","M","F","2","F",50,1
"11168","qx97130",2721,10860976,NA,"","","","","","","",NA,NA
"11169","oy28905",10019,12937856,NA,"","","","","","","Y",NA,NA
"11170","ex74405",2116,6680970,NA,"M","Y","O","S","","1","Y",62,2
"11171","cy38430",6460,17490598,NA,"","","","","","","",NA,NA
"11172","ry43395",10548,18701476,NA,"S","N","O","M","F","1","Y",36,NA
"11173","jy45189",10128,19058137,NA,"","","","","","","Y",NA,NA
